,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,num_immunities,land_speed,fly,climb,swim,spells_nr_lvl_1,spells_nr_lvl_2,spells_nr_lvl_3,spells_nr_lvl_4,spells_nr_lvl_5,spells_nr_lvl_6,spells_nr_lvl_7,spells_nr_lvl_8,spells_nr_lvl_9,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,acid_resistance,all_damage_resistance,bludgeoning_resistance,cold_resistance,electricity_resistance,fire_resistance,mental_resistance,physical_resistance,piercing_resistance,poison_resistance,slashing_resistance,area_damage_weakness,cold_weakness,cold_iron_weakness,evil_weakness,fire_weakness,good_weakness,slashing_weakness,splash_damage_weakness,level
365,7,5,6,3,4,6,31,225,21,23,20,19,1,1,25.0,50,0,0,1,0,0,1,3,1,0,0,0,24,25.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11
366,3,3,4,-3,3,2,18,55,12,11,8,8,1,2,30.0,0,0,0,0,1,0,0,0,0,0,0,0,12,6.5,0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
367,4,1,4,-4,3,1,16,24,6,9,4,6,0,0,5.0,0,0,40,0,0,0,0,0,0,0,0,0,7,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,9,5,7,5,7,7,44,355,34,36,32,34,1,3,60.0,160,0,0,0,0,0,3,1,0,0,1,0,36,39.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
369,4,-1,4,-4,2,-1,17,36,6,10,5,8,0,4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
370,5,-4,5,-5,0,-5,12,157,8,17,8,10,0,7,15.0,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
371,6,2,4,-4,3,0,28,170,18,19,17,16,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,21,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
372,6,2,5,-3,5,1,28,155,18,20,17,18,0,3,20.0,40,0,0,0,0,0,0,0,0,0,0,0,21,19.0,0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
373,3,2,4,-4,1,-1,18,50,12,13,9,6,0,1,10.0,35,0,0,0,0,0,0,0,0,0,0,0,10,9.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
374,2,6,4,-5,2,-5,27,115,17,17,19,17,1,12,25.0,0,0,0,3,4,2,3,2,0,0,0,0,19,17.0,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9
375,0,3,1,0,2,0,18,10,6,3,9,4,0,4,0.0,40,0,0,0,0,0,0,0,0,0,0,0,7,2.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,-1,3,2,-4,1,0,16,16,6,5,8,4,0,2,25.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,1
377,8,4,6,4,6,7,37,275,29,27,23,29,0,2,50.0,150,0,0,1,0,0,3,1,0,0,0,0,30,30.5,0,0.0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15
378,7,2,4,2,5,4,34,235,24,23,21,26,0,3,40.0,140,0,0,2,1,0,1,0,0,0,0,0,27,26.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
379,3,4,0,-1,2,2,21,36,9,7,11,9,0,0,35.0,0,0,0,1,11,0,0,0,0,0,0,0,11,9.5,11,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
380,10,7,8,6,8,6,46,400,36,37,34,35,1,2,40.0,0,0,0,0,1,0,2,1,2,1,0,1,41,42.0,38,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
381,4,2,3,-4,2,0,17,35,8,11,8,5,0,0,30.0,0,20,0,0,0,0,0,0,0,0,0,0,10,6.5,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
382,7,-5,7,-5,0,-5,14,220,9,18,6,11,0,5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,18,18.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
383,5,7,5,4,6,4,32,213,24,21,25,22,0,0,25.0,50,0,50,1,0,0,1,3,0,0,0,0,26,24.5,26,24.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12
384,1,5,3,-4,2,-3,18,50,12,11,13,10,0,2,30.0,0,30,30,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,5,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,5,4
385,3,5,1,3,2,3,21,45,10,9,11,10,0,1,25.0,35,0,0,0,0,0,1,0,0,1,0,0,13,11.0,13,11.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
386,6,4,6,3,3,4,25,165,15,20,16,13,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,20,18.5,19,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
387,0,4,0,2,1,2,17,16,6,3,9,8,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,0,4,0,0,2,4,18,24,10,6,10,8,0,0,25.0,0,0,0,3,0,0,0,0,0,0,0,0,10,4.5,12,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
389,6,2,3,4,2,1,25,115,13,18,13,15,0,3,40.0,80,0,0,0,1,0,0,0,0,0,0,0,18,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
390,9,2,8,-5,0,-5,39,245,23,31,21,19,0,12,50.0,0,0,0,0,0,0,0,0,0,0,0,0,32,30.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
391,0,4,0,1,3,2,17,17,8,5,9,8,0,0,5.0,25,0,0,0,0,0,0,0,0,0,0,0,7,5.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,6,4,6,3,4,3,27,160,18,20,16,12,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,21,18.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
393,4,3,1,1,3,-1,17,21,7,7,7,9,0,0,5.0,0,5,40,0,0,0,0,0,0,0,0,0,8,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
394,-3,3,4,-5,2,4,29,120,18,20,19,16,0,6,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,5,10,10,10,0,0,10,0,10,10,0,0,0,0,0,0,10,10
395,-1,3,4,-5,1,-4,20,60,12,15,12,8,0,3,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,4,0,0,0,0,0,8,0,8,4,0,0,0,0,0,0,4,5
396,0,4,2,1,2,0,17,16,7,5,9,7,0,1,25.0,30,0,0,1,0,0,0,0,0,0,0,0,7,2.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
397,10,4,9,8,6,8,46,540,36,37,34,35,1,2,40.0,0,0,0,0,1,0,2,1,2,1,1,2,42,47.0,39,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
398,0,4,2,-4,2,-3,16,20,8,8,10,6,0,2,20.0,0,20,20,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,3,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,3,2
399,5,-2,4,-5,0,-5,22,60,11,15,9,11,1,12,30.0,0,0,0,0,0,0,0,0,0,0,0,0,14,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
400,4,0,2,0,1,3,18,28,7,8,6,7,0,0,20.0,0,0,0,3,0,0,0,0,0,0,0,0,8,8.5,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
401,6,3,5,-5,0,0,22,95,12,16,14,7,0,12,25.0,0,0,0,0,0,0,0,0,0,0,0,0,15,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
402,7,3,5,-1,2,3,30,190,19,22,20,19,0,2,30.0,130,0,30,0,0,0,0,0,0,0,0,0,24,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
403,4,1,3,-2,2,0,19,70,10,15,9,7,1,0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,14,14.5,11,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4
404,4,4,3,-2,3,0,22,70,14,12,15,10,0,0,30.0,60,0,0,0,0,0,0,0,0,0,0,0,15,13.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
405,6,4,4,2,2,4,25,130,15,15,17,13,0,1,40.0,0,0,0,0,0,0,0,0,0,0,0,0,18,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7
406,0,2,3,1,-1,4,16,19,4,8,7,4,0,0,25.0,0,0,0,2,0,0,0,0,0,0,0,0,7,2.5,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,5,-1,3,1,4,1,24,50,13,14,8,11,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,16,14.5,10,9.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
408,10,8,9,5,7,7,45,425,35,33,32,35,0,2,45.0,0,25,0,1,1,0,2,0,2,2,1,1,38,46.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20
409,8,6,5,4,4,7,40,300,28,25,30,28,0,4,40.0,120,0,0,0,0,0,4,2,1,1,0,0,34,35.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16
410,5,4,3,-4,1,0,20,60,11,13,12,7,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,13,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
411,7,8,6,4,7,9,40,285,32,27,29,32,1,1,30.0,40,0,0,0,1,1,3,1,2,2,0,0,33,32.0,0,0.0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,17
412,2,4,4,5,3,6,24,105,15,12,14,15,1,0,30.0,0,0,0,1,3,1,2,1,0,0,0,0,15,14.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
413,4,2,2,0,1,1,15,24,6,7,7,6,0,5,30.0,0,0,0,0,0,0,0,0,0,0,0,0,9,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,1,4,2,1,1,2,16,14,6,5,9,6,0,0,20.0,0,20,20,2,0,0,1,0,0,0,0,0,9,4.5,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1
415,6,3,5,-4,3,0,27,160,18,20,18,16,0,0,30.0,0,15,0,0,0,0,0,0,0,0,0,0,21,16.0,0,0.0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9
416,5,6,2,2,4,6,25,115,17,13,17,15,0,1,40.0,0,0,0,3,1,0,1,0,0,0,0,0,18,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
417,8,7,5,3,5,4,41,350,30,29,32,27,1,2,50.0,140,0,70,4,5,3,3,4,3,3,3,0,34,32.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
418,4,5,2,-1,1,0,22,78,10,11,14,10,0,0,25.0,25,0,0,0,0,0,0,0,0,0,0,0,15,10.5,16,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
419,6,2,4,-5,4,-5,24,80,16,16,14,12,0,12,25.0,0,0,0,0,0,0,0,0,0,0,0,0,18,14.5,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6
420,2,3,2,0,2,0,16,18,6,6,7,4,0,5,40.0,15,0,0,0,0,0,0,0,0,0,0,0,6,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
421,4,9,5,4,6,9,38,210,28,25,31,28,3,3,50.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,31,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
422,1,3,2,-1,1,2,15,9,5,4,7,3,0,0,10.0,20,0,20,2,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1
423,-3,3,0,0,2,3,15,10,6,2,7,6,0,0,10.0,40,0,0,1,0,0,0,0,0,0,0,0,7,0.5,7,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1
424,2,0,2,-5,1,-2,12,12,4,5,3,2,0,0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,6,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
425,0,5,8,-2,2,6,32,200,23,27,22,21,0,2,10.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26,28.0,0,0,8,0,0,0,0,0,15,0,15,8,0,0,0,0,0,0,8,13
426,5,2,4,-5,2,-2,23,125,12,16,12,10,0,6,30.0,0,0,0,0,0,0,0,0,0,0,0,0,17,15.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
427,7,3,4,3,5,4,36,290,25,25,22,27,0,3,40.0,120,0,0,1,2,0,0,0,0,0,0,0,29,26.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14
428,3,4,5,-5,1,-3,20,65,10,14,13,8,0,4,20.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,5,0,5,5
429,2,6,4,-5,3,-5,26,87,16,17,15,12,0,13,40.0,0,0,40,0,0,1,0,0,0,0,0,0,19,14.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
430,5,3,4,-4,3,0,18,50,10,9,10,8,0,0,0.0,0,0,60,0,0,0,0,0,0,0,0,0,12,9.5,0,0.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
431,0,5,4,2,3,5,22,85,12,11,14,12,0,0,25.0,0,25,0,2,1,1,1,0,0,0,0,0,14,13.0,14,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
432,7,5,5,3,4,6,37,270,25,26,24,27,0,3,30.0,80,30,0,1,2,1,1,1,1,0,0,0,30,31.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
433,5,7,3,7,5,3,30,135,19,17,21,19,0,5,30.0,0,25,0,0,0,0,0,1,1,0,0,0,23,22.0,0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
434,5,7,6,2,7,8,35,370,30,25,28,30,0,0,50.0,50,0,0,1,4,2,0,1,0,2,0,1,30,18.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
435,5,7,4,2,4,5,33,235,22,20,25,20,0,1,40.0,0,0,0,2,2,1,1,0,0,0,0,0,23,29.0,26,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12
436,6,2,5,5,5,8,34,225,22,24,21,26,1,0,40.0,40,0,0,0,0,0,2,2,1,1,0,0,27,30.5,27,27.5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13
437,2,4,2,-3,3,0,16,20,9,8,10,7,0,3,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,3,2
438,0,3,2,-4,1,0,15,7,5,4,7,3,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,7,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
439,2,4,0,0,1,2,17,14,6,5,9,6,0,0,20.0,30,0,0,0,0,0,0,0,0,0,0,0,9,4.5,9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
440,6,1,4,2,2,3,27,135,16,18,13,16,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,5,0,0,0,5,10,0,0,0,0,0,0,5,8
441,7,4,6,-4,2,0,27,172,15,21,15,17,0,0,30.0,0,0,30,0,0,0,0,0,0,0,0,0,22,19.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
442,4,2,5,-5,1,-3,22,70,10,16,11,10,0,0,40.0,0,0,40,0,0,0,0,0,0,0,0,0,15,11.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
443,3,4,3,-4,1,0,19,42,10,8,11,6,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,11,10.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
444,8,4,5,4,6,6,42,335,32,31,28,32,0,3,60.0,160,0,0,6,4,3,3,3,3,4,2,0,36,32.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
445,8,7,5,3,5,4,41,350,30,29,32,27,1,2,50.0,140,0,70,1,2,0,0,1,0,0,0,0,34,32.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
446,6,3,5,-2,3,2,23,110,15,17,13,11,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,18,13.5,16,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
447,6,5,6,3,7,3,33,210,25,22,19,25,0,0,40.0,0,0,0,5,3,4,4,0,2,0,0,0,24,22.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
448,2,4,4,3,5,0,24,75,15,12,16,15,0,10,0.0,20,0,0,0,0,0,0,0,0,0,0,0,16,16.0,16,12.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6
449,1,6,1,8,8,5,34,245,25,20,23,27,0,12,25.0,0,0,0,0,0,1,0,2,4,1,0,0,0,0.0,25,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
450,-1,3,3,-5,0,-4,17,28,6,11,9,6,0,6,20.0,0,0,15,0,0,0,0,0,0,0,0,0,9,8.0,9,7.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
451,7,4,5,-2,2,4,31,235,22,23,22,20,0,1,35.0,0,0,0,1,0,0,0,0,2,0,0,0,28,24.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
452,0,1,3,0,2,4,18,45,9,8,8,11,0,0,25.0,0,0,0,8,0,0,0,0,0,0,0,0,7,5.5,8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
453,-1,3,4,-5,1,-4,20,60,12,15,12,8,0,3,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,4,0,0,0,0,0,8,0,8,4,0,0,0,0,0,0,4,5
454,6,3,5,-5,2,-4,23,140,13,18,14,11,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,19.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
455,-5,2,3,0,-1,-3,14,14,3,7,6,3,0,3,0.0,30,0,0,0,0,0,0,0,0,0,0,0,6,2.5,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2,4,5,0,5,4,21,95,16,12,11,14,0,0,25.0,0,0,0,0,1,0,1,1,0,0,0,0,13,11.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
457,7,0,5,-5,2,0,27,140,17,20,13,17,0,5,40.0,0,0,0,0,0,0,0,0,0,0,0,0,20,20.0,0,0.0,0,0,0,10,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,9
458,3,4,1,-5,1,2,19,50,8,8,11,6,0,16,0.0,10,0,0,0,0,0,0,0,0,0,0,0,10,11.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
459,1,4,1,-5,3,0,18,30,9,5,10,7,0,6,15.0,30,0,0,0,0,0,0,0,0,0,0,0,10,10.0,10,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
460,-1,4,1,-4,3,0,21,25,11,7,10,7,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
461,6,3,4,-5,3,-2,27,210,16,19,18,16,0,5,30.0,50,0,0,0,0,0,0,0,0,0,0,0,21,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9
462,6,4,3,4,3,3,27,110,15,17,16,15,0,5,25.0,0,0,0,0,0,0,1,0,0,0,0,0,20,17.0,0,0.0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8
463,1,3,2,1,3,4,17,35,7,6,9,9,0,0,25.0,0,0,0,2,1,1,0,0,0,0,0,0,10,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
464,0,2,0,1,4,2,15,16,9,3,7,9,0,0,25.0,0,0,0,3,0,0,0,0,0,0,0,0,5,5.5,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
465,5,4,2,-4,0,-4,21,70,10,10,14,8,0,1,25.0,0,25,25,0,0,0,0,0,0,0,0,0,13,12.0,12,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
466,4,3,4,-5,1,2,16,25,6,9,6,4,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
467,2,1,1,-1,2,3,15,13,6,3,5,8,0,0,20.0,0,20,0,0,0,0,1,0,0,0,0,0,6,5.5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,8,3,2,1,5,8,35,315,25,22,25,27,0,1,50.0,0,0,0,7,3,5,3,0,0,1,0,0,29,31.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14
469,5,4,4,-1,3,6,27,197,16,19,17,14,0,0,30.0,0,0,0,0,0,1,1,0,0,0,1,0,20,19.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
470,-2,3,0,-1,2,1,15,8,6,2,7,4,0,0,10.0,25,0,0,1,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1
471,6,3,4,-1,4,0,27,115,18,18,13,16,0,1,20.0,60,0,0,0,0,0,0,0,0,0,0,0,20,18.0,0,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
472,0,3,2,2,3,0,18,40,10,7,10,10,0,1,25.0,30,0,0,5,2,0,0,0,0,0,0,0,10,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
473,7,3,5,3,5,6,31,195,22,22,18,24,0,2,40.0,120,0,0,4,5,3,3,0,0,0,0,0,24,22.0,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11
474,-1,3,4,-5,1,-4,20,60,12,15,12,8,0,3,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,4,0,0,0,0,0,8,0,8,4,0,0,0,0,0,0,4,5
475,4,2,4,-4,2,0,18,32,8,10,8,6,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
476,3,4,3,-5,2,1,18,30,8,9,10,6,0,0,30.0,0,20,0,0,0,0,0,0,0,0,0,0,11,8.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
477,-3,6,4,8,4,5,34,190,24,22,26,26,0,7,0.0,0,0,40,0,1,0,0,0,1,1,0,0,0,0.0,0,0.0,0,0,6,12,12,12,0,0,12,0,12,12,0,0,0,0,0,0,12,14
478,2,4,1,-2,2,1,19,50,9,8,11,7,0,12,25.0,0,0,0,0,0,0,0,0,0,0,0,0,11,9.0,11,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
479,6,4,5,-1,4,3,26,180,18,19,16,14,0,0,25.0,0,25,0,1,0,0,0,0,1,0,0,0,20,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
480,6,3,5,-5,2,-4,23,140,13,18,14,11,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,19.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
481,-5,6,4,2,3,5,27,160,18,19,21,16,0,6,0.0,60,0,0,1,0,1,0,1,0,0,0,0,19,20.5,19,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
482,2,2,3,1,4,3,15,25,10,7,5,9,0,1,25.0,0,0,0,1,2,0,0,0,0,0,0,0,7,5.5,7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
483,5,4,3,2,3,2,27,140,15,17,18,15,0,2,30.0,100,0,50,1,2,0,0,0,0,0,0,0,20,20.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
484,6,5,4,2,4,3,33,225,21,22,25,20,1,2,30.0,100,0,50,4,5,3,3,3,0,0,0,0,26,25.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
485,4,5,4,0,3,3,24,90,13,14,15,13,0,1,5.0,30,0,0,0,2,1,0,2,0,1,0,0,16,16.0,17,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
486,-1,3,4,-5,1,-4,20,60,12,15,12,8,0,3,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,4,0,0,0,0,0,8,0,8,4,0,0,0,0,0,0,4,5
